id,visitors_x,preds1,preds3,preds4,visitors_y,visitors
air_00a91d42b08b08d9_2017-04-23,1.1391662868067565,2.739878209291975,1.6174364,0.0,2.0000000000000004,1.4574164007647297
air_00a91d42b08b08d9_2017-04-24,7.429649392143412,28.053865990119,19.616959,0.0,24.22971670562543,13.19656108735678
air_00a91d42b08b08d9_2017-04-25,8.799327363888,32.37551017142254,27.19427,0.0,28.084838743568188,15.427525940099104
air_00a91d42b08b08d9_2017-04-26,9.0266051793932,31.688128157666092,29.836962,0.0,27.84397514032133,15.507135421881278
air_00a91d42b08b08d9_2017-04-27,9.549815996304366,33.482139278211456,33.05183,0.0,31.979834996601475,17.238216746291542
air_00a91d42b08b08d9_2017-04-28,10.570305100985514,37.825872742824075,38.894512,0.0,35.072975552932625,18.97329550315763
air_00a91d42b08b08d9_2017-04-29,2.9962520523747282,6.17178957535442,7.8987913,0.0,11.179958239067819,5.78676265555469
air_00a91d42b08b08d9_2017-04-30,1.1391662868067565,2.739878209291975,1.6174364,0.0,2.0000000000000004,1.4574164007647297
air_00a91d42b08b08d9_2017-05-01,7.494172020204298,28.053865990119,20.09401,0.0,24.22971670562543,13.241726926999402
air_00a91d42b08b08d9_2017-05-02,8.799327363888,32.37551017142254,27.19427,0.0,28.084838743568188,15.427525940099104
air_00a91d42b08b08d9_2017-05-03,7.685635961261443,23.04590214707218,26.24983,0.0,27.84397514032133,14.568456969189048
air_00a91d42b08b08d9_2017-05-04,8.145705549328884,24.57117801978657,28.91582,0.0,31.979834996601475,16.255339433408707
air_00a91d42b08b08d9_2017-05-05,8.190237723211471,25.04072925110926,28.807602,0.0,35.072975552932625,17.307248338715798
air_00a91d42b08b08d9_2017-05-06,4.414038852484956,11.36153857118293,11.837827,0.0,11.179958239067819,6.779213415631849
air_00a91d42b08b08d9_2017-05-07,1.122228521270479,2.739878209291975,1.5557535,0.0,2.0000000000000004,1.4455599648893354
air_00a91d42b08b08d9_2017-05-08,7.494172020204298,28.053865990119,20.09401,0.0,24.22971670562543,13.241726926999402
air_00a91d42b08b08d9_2017-05-09,8.799327363888,32.37551017142254,27.19427,0.0,28.084838743568188,15.427525940099104
air_00a91d42b08b08d9_2017-05-10,9.0266051793932,31.688128157666092,29.836962,0.0,27.84397514032133,15.507135421881278
air_00a91d42b08b08d9_2017-05-11,9.549815996304366,33.482139278211456,33.05183,0.0,31.979834996601475,17.238216746291542
air_00a91d42b08b08d9_2017-05-12,10.570305100985514,37.825872742824075,38.894512,0.0,35.072975552932625,18.97329550315763
air_00a91d42b08b08d9_2017-05-13,4.414038852484956,11.36153857118293,11.837827,0.0,11.179958239067819,6.779213415631849
air_00a91d42b08b08d9_2017-05-14,1.122228521270479,2.739878209291975,1.5557535,0.0,2.0000000000000004,1.4455599648893354
air_00a91d42b08b08d9_2017-05-15,7.494172020204298,28.053865990119,20.09401,0.0,24.22971670562543,13.241726926999402
air_00a91d42b08b08d9_2017-05-16,8.799327363888,32.37551017142254,27.19427,0.0,28.084838743568188,15.427525940099104
air_00a91d42b08b08d9_2017-05-17,9.0266051793932,31.688128157666092,29.836962,0.0,27.84397514032133,15.507135421881278
air_00a91d42b08b08d9_2017-05-18,9.549815996304366,33.482139278211456,33.05183,0.0,31.979834996601475,17.238216746291542
air_00a91d42b08b08d9_2017-05-19,10.570305100985514,37.825872742824075,38.894512,0.0,35.072975552932625,18.97329550315763
air_00a91d42b08b08d9_2017-05-20,4.414038852484956,11.36153857118293,11.837827,0.0,11.179958239067819,6.779213415631849
air_00a91d42b08b08d9_2017-05-21,1.122228521270479,2.739878209291975,1.5557535,0.0,2.0000000000000004,1.4455599648893354
air_00a91d42b08b08d9_2017-05-22,7.494172020204298,28.053865990119,20.09401,0.0,24.22971670562543,13.241726926999402
air_00a91d42b08b08d9_2017-05-23,8.799327363888,32.37551017142254,27.19427,0.0,28.084838743568188,15.427525940099104
air_00a91d42b08b08d9_2017-05-24,9.0266051793932,31.688128157666092,29.836962,0.0,27.84397514032133,15.507135421881278
air_00a91d42b08b08d9_2017-05-25,9.549815996304366,33.482139278211456,33.05183,0.0,31.979834996601475,17.238216746291542
air_00a91d42b08b08d9_2017-05-26,10.570305100985514,37.825872742824075,38.894512,0.0,35.072975552932625,18.97329550315763
air_00a91d42b08b08d9_2017-05-27,4.414038852484956,11.36153857118293,11.837827,0.0,11.179958239067819,6.779213415631849
air_00a91d42b08b08d9_2017-05-28,1.122228521270479,2.739878209291975,1.5557535,0.0,2.0000000000000004,1.4455599648893354
air_00a91d42b08b08d9_2017-05-29,7.494172020204298,28.053865990119,20.09401,0.0,24.22971670562543,13.241726926999402
air_00a91d42b08b08d9_2017-05-30,8.799327363888,32.37551017142254,27.19427,0.0,28.084838743568188,15.427525940099104
air_00a91d42b08b08d9_2017-05-31,9.0266051793932,31.688128157666092,29.836962,0.0,27.84397514032133,15.507135421881278
air_0164b9927d20bcc3_2017-04-23,0.5379989530211242,0.8157110252686735,1.0036478,0.0,-1.0,0.5379989530211242
air_0164b9927d20bcc3_2017-04-24,1.95796951872586,3.099314578193982,5.313495,0.0,6.19437192232862,3.4147213974765465
air_0164b9927d20bcc3_2017-04-25,2.085848163099976,4.217271570867506,4.6322274,0.0,7.2805758905506845,3.8626837580517095
air_0164b9927d20bcc3_2017-04-26,2.361157321632521,5.748581419925653,4.6267033,0.0,8.437623118752837,4.437225754331202
air_0164b9927d20bcc3_2017-04-27,2.186207701260582,3.6819721534866137,5.908653,0.0,7.661009472729411,4.058478516883113
air_0164b9927d20bcc3_2017-04-28,3.777212605326505,10.772512788493277,8.260929,0.0,9.15183360265964,5.664153912606235
air_0164b9927d20bcc3_2017-04-29,1.8434655496712722,3.6694722581346033,3.923524,0.0,3.4001839207897584,2.412486578630511
air_0164b9927d20bcc3_2017-04-30,0.5379989530211242,0.8157110252686735,1.0036478,0.0,-1.0,0.5379989530211242
air_0164b9927d20bcc3_2017-05-01,1.6979212773755044,2.7593466694039073,4.2236667,0.0,6.19437192232862,3.2326876285312975
air_0164b9927d20bcc3_2017-05-02,1.707783864014396,3.1425855277534263,3.792592,0.0,7.2805758905506845,3.5980387486918035
air_0164b9927d20bcc3_2017-05-03,2.515661370589923,6.345441397634061,4.91566,0.0,3.0,2.750962959412946
air_0164b9927d20bcc3_2017-05-04,1.7399735650499162,2.9748152883335477,4.1751404,0.0,3.0,2.2079814955349413
air_0164b9927d20bcc3_2017-05-05,3.2243151562437085,8.498205364220503,6.93647,0.0,14.92550778950857,7.182438179908424
air_0164b9927d20bcc3_2017-05-06,1.822371225861434,4.040561150525429,3.4602942,0.0,3.4001839207897584,2.3977205519636238
air_0164b9927d20bcc3_2017-05-07,0.5216229479632732,0.8157110252686735,0.94032466,0.0,-1.0,0.5216229479632732
air_0164b9927d20bcc3_2017-05-08,1.95796951872586,3.099314578193982,5.313495,0.0,6.19437192232862,3.4147213974765465
air_0164b9927d20bcc3_2017-05-09,2.085848163099976,4.217271570867506,4.6322274,0.0,7.2805758905506845,3.8626837580517095
air_0164b9927d20bcc3_2017-05-10,3.0289064602927205,8.154303146450317,6.1439147,0.0,8.437623118752837,4.904650151393341
air_0164b9927d20bcc3_2017-05-11,2.027521891445936,3.4318268724140975,5.2615094,0.0,7.661009472729411,3.947398450012861
air_0164b9927d20bcc3_2017-05-12,3.777212605326505,10.772512788493277,8.260929,0.0,9.15183360265964,5.664153912606235
air_0164b9927d20bcc3_2017-05-13,4.624052471696971,11.180551508508149,13.604312,0.0,3.4001839207897584,4.3588974240485
air_0164b9927d20bcc3_2017-05-14,0.5216229479632732,0.8157110252686735,0.94032466,0.0,-1.0,0.5216229479632732
air_0164b9927d20bcc3_2017-05-15,1.95796951872586,3.099314578193982,5.313495,0.0,6.19437192232862,3.4147213974765465
air_0164b9927d20bcc3_2017-05-16,2.1425745551847157,4.200494832504053,4.9677696,0.0,7.2805758905506845,3.902392232511027
air_0164b9927d20bcc3_2017-05-17,3.0289064602927205,8.154303146450317,6.1439147,0.0,8.437623118752837,4.904650151393341
air_0164b9927d20bcc3_2017-05-18,2.027521891445936,3.4318268724140975,5.2615094,0.0,7.661009472729411,3.947398450012861
air_0164b9927d20bcc3_2017-05-19,3.777212605326505,10.772512788493277,8.260929,0.0,9.15183360265964,5.664153912606235
air_0164b9927d20bcc3_2017-05-20,1.822371225861434,4.040561150525429,3.4602942,0.0,3.4001839207897584,2.3977205519636238
air_0164b9927d20bcc3_2017-05-21,0.5216229479632732,0.8157110252686735,0.94032466,0.0,-1.0,0.5216229479632732
air_0164b9927d20bcc3_2017-05-22,1.95796951872586,3.099314578193982,5.313495,0.0,6.19437192232862,3.4147213974765465
air_0164b9927d20bcc3_2017-05-23,2.1425745551847157,4.200494832504053,4.9677696,0.0,7.2805758905506845,3.902392232511027
air_0164b9927d20bcc3_2017-05-24,3.0289064602927205,8.154303146450317,6.1439147,0.0,8.437623118752837,4.904650151393341
air_0164b9927d20bcc3_2017-05-25,2.027521891445936,3.4318268724140975,5.2615094,0.0,7.661009472729411,3.947398450012861
air_0164b9927d20bcc3_2017-05-26,3.777212605326505,10.772512788493277,8.260929,0.0,9.15183360265964,5.664153912606235
air_0164b9927d20bcc3_2017-05-27,1.822371225861434,4.040561150525429,3.4602942,0.0,3.4001839207897584,2.3977205519636238
air_0164b9927d20bcc3_2017-05-28,0.5216229479632732,0.8157110252686735,0.94032466,0.0,-1.0,0.5216229479632732
air_0164b9927d20bcc3_2017-05-29,1.95796951872586,3.099314578193982,5.313495,0.0,6.19437192232862,3.4147213974765465
air_0164b9927d20bcc3_2017-05-30,2.1425745551847157,4.200494832504053,4.9677696,0.0,7.2805758905506845,3.902392232511027
air_0164b9927d20bcc3_2017-05-31,3.0289064602927205,8.154303146450317,6.1439147,0.0,8.437623118752837,4.904650151393341
air_0241aa3964b7f861_2017-04-23,3.8547958835462914,9.956593184912697,9.44329,0.0,8.162629361753295,5.392024807860992
air_0241aa3964b7f861_2017-04-24,3.319276669218495,8.641808884430086,7.357465,0.0,7.10438053179708,4.667939243945982
air_0241aa3964b7f861_2017-04-25,3.2239439999984993,8.659184364360888,6.8021436,0.0,6.843542221726522,4.515129733168702
air_0241aa3964b7f861_2017-04-26,3.605846689705663,8.458002930282328,9.330682,0.0,7.962255907683355,5.151637132329471
